start_date,country,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,actual_cause,shutdown_status
6/18/2020,India,"Pulwama, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/18/2020,India,"Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/19/2020,Belarus,National,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,Other,Ended
6/19/2020,Mali,Bamako,Throttle,Mobile,Full network,Unknown,Protests,Ongoing
6/20/2020,India,"Shopian and Kulgam, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/21/2020,India,"Srinagar district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/21/2020,Syrian Arab Republic,National,Shutdown,Mobile,Full network,Executive government,Exam cheating,Ended
6/22/2020,Chad,National,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,Communal violence,Ended
6/23/2020,India,"Pulwama, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/25/2020,India,"Baramula, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/25/2020,India,Pulwama,Shutdown,Mobile,Full network,Local government,Other,Ended
6/29/2020,India,"Anantnag, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/29/2020,India,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ongoing
6/30/2020,Ethiopia,National,Shutdown,"Broadband, Mobile",Full network,Executive government,Political instability,Ended
6/30/2020,India,"Anantnag district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
6/30/2020,India,"Police District Awantipora, Pulwama, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/1/2020,Jordan,National,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
7/4/2020,India,"Kulgam, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/7/2020,India,"Pulwama, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/8/2020,India,"Anantnag,Kulgam,Pulwama,Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Religious holiday/anniversary,Ended
7/8/2020,Yemen,Al-Jawf,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
7/10/2020,Mali,Bamako,"Shutdown, Throttle",Mobile,"Full network, Service-based",Unknown,Protests,Ended
7/12/2020,India,"Baramula, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/13/2020,India,"Anantnag, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/17/2020,India,"Kulgam District, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/18/2020,India,"Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
7/22/2020,Yemen,"Amran Governorate, Saada, Sana'a and  Al-Jawf (15 districts)",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Unknown
7/29/2020,Jordan,NA,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Unknown,Protests,Unknown
8/4/2020,Chad,National,Throttle,"Broadband, Mobile",Service-based,Executive government,Communal violence,Ended
8/9/2020,Belarus,National,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Elections,Ended
8/15/2020,India,"Anantnag,Badgam,Bandipore,Baramula,Doda,Ganderbal,Jammu,Kargil,Kathua,Kishtwar,Kulgam,Kupwara,Leh (ladakh),Poonch,Pulwama,Rajouri,Ramban,Reasi,Samba,Shupiyan,Srinagar,Udhampur, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Religious holiday/anniversary,Ended
8/17/2020,India,"Kreeri/Pattan in Baramulla District, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
8/19/2020,India,"Molu Chitragam in the District of Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
8/19/2020,Yemen,"Zanzibar City, Abyan District",Shutdown,Mobile,Full network,Non-government,Unknown,Unknown
8/22/2020,India,"Check Salssoa Kreeri in Baramulla, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
8/22/2020,Syrian Arab Republic,NA,Shutdown,"Broadband, Mobile",Full network,Unknown,Exam cheating,Ended
8/28/2020,India,Shopian,Shutdown,Mobile,Full network,Local government,Other,Ended
8/29/2020,India,"Pulwama district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
8/30/2020,India,"Srinigar District, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
9/4/2020,India,Pulwama,Shutdown,Mobile,Full network,Local government,Other,Ended
9/12/2020,Algeria,National,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Exam cheating,Ended
9/13/2020,India,District Pulwama,Shutdown,Mobile,Full network,Local government,Other,Ended
9/13/2020,Sudan,National,Shutdown,Mobile,Full network,Executive government,Exam cheating,Ended
9/15/2020,India,"Pulwama, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
9/16/2020,India,"area of Police district Sopore, Baramulla, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Protests,Ended
9/21/2020,India,"Badgam, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
9/24/2020,Yemen,Districts of Hays and Al-Khokha,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Unknown
9/26/2020,India,"Banswara,Udaipur,Pratapgarh,Dungarpur, in Rajasthan",Shutdown,Mobile,Full network,Local government,Protests,Ended
9/27/2020,India,"Pulwama district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
9/30/2020,India,"All districts of Jammu and Kashmir, but for Ganderbal and Udhmapur","Shutdown, Throttle",Mobile,Full network,Local government,Other,Ended
10/5/2020,Kyrgyzstan,NA,Throttle,"Broadband, Mobile",Full network,Unknown,Elections,Unknown
10/6/2020,India,"Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
10/10/2020,India,"Kulgam, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
10/10/2020,India,"District of Pulwama, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
10/14/2020,India,Shopian district in Jammu and Kashmir,Shutdown,Mobile,Full network,Local government,Other,Ended
10/15/2020,Yemen,"Hadramawt Valley,",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Unknown
10/16/2020,India,"Bharatpur, in Rajasthan",Shutdown,"Broadband, Mobile",Full network,Local government,Protests,Ended
10/16/2020,India,"Badgam, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
10/17/2020,Tanzania,NA,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Elections,Ongoing
10/19/2020,India,"Shopian district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
10/20/2020,India,"Pulwama district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
10/21/2020,India,"All districts of Jammu and Kashmir, but for Ganderbal and Udhampur","Shutdown, Throttle",Mobile,Full network,Local government,Other,Ended
10/22/2020,Egypt,National,Shutdown,"Broadband, Mobile",Service-based,Unknown,Unknown,Ended
10/23/2020,Guinea,NA,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Elections,Ended
10/26/2020,India,Awantipora in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,Political instability,Ended
10/30/2020,India,"Bharatpur, Karauli, Jaipur, Sawai Madhopur, in Rajasthan",Shutdown,Mobile,Full network,Local government,Protests,Ended
11/1/2020,India,"15 districts of Arunachal Pradesh (Lower Subansiri, Upper Subansiri, Lower Dibang Valley, Lohit, Tirap, Changlang, Itanagar Capital Region, Papum Pare, Tawang, East Kameng, West Kameng, East Siang, West Siang, Leparada and Upper Siang)",Shutdown,Mobile,Full network,Local government,Exam cheating,Ended
11/1/2020,India,"Pulwama district, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
11/4/2020,Ethiopia,Tigray,Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
11/4/2020,Ethiopia,"Western Oromia, Wellega, Kellem",Shutdown,"Broadband, Mobile",Full network,Executive government,Conflict,Ongoing
11/5/2020,India,"Police district of Awantipora (Pulwama), in Jammu Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
11/10/2020,India,"Shopian, in Jammu and Kashmir",Shutdown,Mobile,Full network,Local government,Other,Ended
11/12/2020,India,"All districts from Jammu and Kashmir, but for Ganderbal and Udhampur G","Shutdown, Throttle",Mobile,Full network,State government,Elections,Ended
11/13/2020,India,"Kupwara district, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/19/2020,India,"Pulwama district, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
11/21/2020,Uganda,Nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
11/27/2020,Cuba,National,Shutdown,Broadband,Service-based,Executive government,Protests,Ended
12/7/2020,India,"Pulwama, shopian, Anantnag, Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Elections,Ended
12/8/2020,Iraq,Sulaymaniyah,Shutdown,"Broadband, Mobile","Full network, Service-based",Unknown,Protests,Ended
12/9/2020,India,"Pulwama, Kulgam, Anantanag, Shopian districts, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/9/2020,India,"Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
12/18/2020,Kenya,"Elele area, Mandera County",Shutdown,Mobile,Full network,Non-government,Conflict,Unknown
12/25/2020,India,Shopian district in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,Political instability,Ended
12/25/2020,India,Shopian district in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,Political instability,Ended
12/31/2020,Jordan,National,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
9/11/2013,Turkey,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
6/12/2016,Pakistan,Federally Administered Tribal Area (FATA),Shutdown,Mobile,Full network,Executive government,Conflict,Ended
9/15/2016,Indonesia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
10/28/2016,United Arab Emirates,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
2/9/2017,Saudi Arabia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/12/2017,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/24/2019,Lebanon,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/31/2019,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
6/22/2019,Myanmar,"Buthidaung, Rathedaung, Myabon, Paletwa, Ponnagyun, Myauk-U, Kyauktaw and Minbya Townships in Rakhine State",Throttle,Mobile,Full network,Executive government,Conflict,Ended
8/5/2019,India,Jammu and Kashmir,Throttle,Mobile,Full network,Executive government,Political instability,Ended
1/1/2020,Qatar,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
2/3/2020,Myanmar,five townships in Rakhine State,Shutdown,Mobile,Full network,Executive government,Conflict,Ended
6/29/2020,India,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ongoing
11/4/2020,Ethiopia,Tigray,Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
11/21/2020,Uganda,Nationwide,Throttle,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
12/30/2020,India,Shopian and Pulwama districts,Shutdown,Mobile,Full network,State government,Political instability,Ended
12/31/2020,Jordan,National,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
1/1/2021,India,Pulwama and Shupiyan districts in Jammu and Kashmir,Shutdown,"Broadband, Mobile",Full network,Executive government,Information control,Ended
1/11/2021,Tajikistan,NA,Shutdown,"Broadband, Mobile",Service-based,Unknown,Unknown,Ended
1/12/2021,Uganda,National,Shutdown,"Broadband, Mobile",Service-based,Executive government,Elections,Ongoing
1/13/2021,Uganda,National,Shutdown,"Broadband, Mobile",Full network,Executive government,Elections,Ended
1/23/2021,India,"Anantnag, Badgam, Bandipore, Baramula, Doda, Jammu, Kargil, Kathua, Kishtwar, Kulgam, Kupwara, Leh (ladakh), Poonch, Pulwama, Rajouri, Ramban, Reasi, Samba, Shopian, Srinagar",Throttle,Mobile,Full network,State government,Information control,Ended
1/25/2021,Iran,National,Shutdown,"Broadband, Mobile",Service-based,Unknown,Unknown,Unknown
1/26/2021,India,Kashmir Valley districts,Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
1/26/2021,India,"National Capital Territory of Dehli, and Western Uttar Pradesh / Ghazipur border site with Delhi",Shutdown,Mobile,Full network,Executive government,Protests,Ended
1/27/2021,Cuba,National,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
1/27/2021,India,"State of Haryana (Jhajjar, Sonipat, Palwal)",Shutdown,Mobile,Full network,State government,Protests,Ended
1/29/2021,India,Police district of Awantipora in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,Political instability,Ended
1/29/2021,India,"District of Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
1/29/2021,India,"NCT of Delhi (East Delhi, West Delhi)",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
1/29/2021,India,"Fatehabad, Ambala, Bhiwani, Hisar, Jhajjar, Jind, Kaithal, Karnal, Kurukshetra, Yamunanagar, Panipat, Rohtak, Rewari, Sirsa, Sonipat, Palwal, in the state of Haryana",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
2/1/2021,Myanmar,National,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ended
2/4/2021,Myanmar,National,Shutdown,"Broadband, Mobile",Service-based,Military,Conflict,Ongoing
2/5/2021,India,"South Kashmir (Anantnag, Shopian, Pulwama, Awantipora)",Shutdown,Mobile,Full network,State government,Religious holiday/anniversary,Ended
2/6/2021,India,"NCT of Delhi (Gazipur, Singhu, and Tikri)",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
2/6/2021,Myanmar,Countrywide shutdown,Shutdown,"Broadband, Mobile",Full network,Military,Protests,Ended
2/12/2021,Cuba,It affected mobile data services in the whole country,Shutdown,Mobile,Full network,Executive government,Unknown,Ended
2/14/2021,Myanmar,Near country-wide,Shutdown,"Broadband, Mobile",Full network,Military,Protests,Ended
2/18/2021,India,Shopian district in Jammu and Kashmir,Shutdown,Mobile,Full network,State government,Political instability,Ended
2/22/2021,Gabon,NA,Shutdown,Unknown,Full network,Unknown,Protests,Ended
2/24/2021,India,"District Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
2/24/2021,Iran,Sistan and Baluchistan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
2/24/2021,Niger,NA,Shutdown,Mobile,Full network,Unknown,Elections,Ended
2/27/2021,Chad,Ndjamena and some provinces,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
3/4/2021,Senegal,nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Protests,Ended
3/5/2021,Chad,the capital city of N'djamena,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
3/8/2021,India,"Bhainsa, Telangana",Shutdown,Mobile,Full network,Local government,Communal violence,Ended
3/10/2021,Russian Federation,National,Throttle,"Broadband, Mobile","Full network, Service-based",Executive government,Other,Ongoing
3/10/2021,India,"Anantnag, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
3/13/2021,India,"Shopian district, in Jammu and Kashmir",Shutdown,Mobile,Full network,State government,Political instability,Ended
3/14/2021,Oman,Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
3/15/2021,Jordan,Entire country,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
3/15/2021,Myanmar,Countrywide shutdown,Shutdown,Mobile,Full network,Military,Protests,Ended
3/16/2021,China,Nationwide except for HK SAR,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
